1.397	22.430	18.203	1.807	0.000
0.231	6.716	7.577	-0.054	0.000
0.967	-13.823	13.393	2.048	1.000
1.573	5.106	12.620	1.900	0.000
0.651	20.581	14.435	0.699	0.000
-0.712	13.099	-3.894	-2.551	0.000
1.445	19.031	14.805	1.563	0.000
0.069	19.627	-1.582	-1.741	0.000
-0.941	11.776	-6.303	-3.015	0.000
0.343	-8.179	23.541	2.462	1.000
1.586	-6.963	10.508	2.070	0.000
-2.097	-26.930	20.610	0.387	1.000
-2.230	17.064	7.271	-2.824	0.000
0.275	22.627	13.264	0.126	0.000
0.761	-9.943	14.132	1.804	1.000
0.767	7.413	12.047	0.974	0.000
1.225	20.616	25.604	2.585	0.000
0.976	15.473	12.256	0.926	0.000
-2.825	18.559	12.218	-2.860	0.000
2.482	9.265	4.264	1.642	0.000
1.178	25.399	12.821	0.853	0.000
-1.964	-26.652	18.082	0.206	1.000
1.533	11.725	11.431	1.494	0.000
-0.249	-2.524	7.818	-0.177	1.000
-0.518	5.052	4.177	-1.128	0.000
-0.494	3.116	-1.645	-1.733	0.000
1.451	13.967	13.426	1.577	0.000
-2.120	-36.531	7.314	-0.894	1.000
-0.775	-5.202	6.223	-0.785	1.000
-1.730	-25.891	15.557	0.105	1.000
-0.059	1.635	-3.944	-1.536	0.000
-0.826	-1.614	19.400	0.614	1.000
-1.838	-34.842	4.543	-1.009	1.000
-2.360	21.944	2.498	-3.684	0.000
-1.858	-25.812	14.338	-0.167	1.000
-0.610	-7.758	4.694	-0.721	1.000
-1.255	17.005	3.020	-2.384	0.000
0.584	-6.792	20.302	2.262	1.000
0.995	4.224	11.588	1.247	0.000
-0.758	9.309	-2.145	-2.258	0.000
-2.624	15.499	15.120	-2.216	0.000
1.255	20.042	11.194	0.915	0.000
-1.247	12.216	5.064	-1.971	0.000
-2.062	-20.384	17.655	-0.153	1.000
-0.216	3.633	-0.650	-1.363	0.000
-1.168	-18.068	5.774	-0.782	1.000
2.698	-14.505	15.951	4.050	1.000
2.009	-13.646	15.977	3.358	1.000
-0.095	3.902	-4.837	-1.754	0.000
-1.659	-20.827	12.791	-0.328	1.000
1.827	10.741	9.344	1.564	0.000
-1.946	14.597	1.152	-3.194	0.000
2.232	10.843	2.501	1.136	0.000
1.226	-11.338	15.881	2.511	1.000
-1.880	17.348	6.607	-2.574	0.000
-2.430	-39.251	6.777	-1.166	1.000
0.798	15.930	17.420	1.355	0.000
-1.365	-10.260	16.121	-0.005	1.000
0.270	-3.961	16.807	1.445	1.000
0.384	7.321	5.243	-0.205	0.000
-0.834	-2.190	15.704	0.186	1.000
1.308	-11.864	19.232	3.006	1.000
0.001	10.294	-1.961	-1.535	0.000
0.974	-10.258	11.755	1.738	1.000
0.802	-14.864	11.600	1.709	1.000
2.774	-9.105	14.383	3.754	1.000
0.982	12.016	15.041	1.382	0.000
0.356	17.565	18.715	1.026	0.000
-0.453	8.722	-2.321	-1.964	1.000
-1.923	14.687	6.001	-2.597	0.000
-1.741	-15.402	21.510	0.449	1.000
1.843	5.712	24.477	3.554	0.000
0.803	-16.480	6.108	1.110	1.000
0.178	-4.896	4.817	-0.041	0.000
0.607	5.191	-15.702	-2.414	0.000
0.419	12.452	10.693	0.304	0.000
-1.562	-21.171	8.917	-0.684	1.000
0.027	5.864	13.003	0.424	1.000
0.883	5.027	10.266	0.954	0.000
2.394	17.933	13.543	2.369	0.000
-1.326	-15.386	13.276	-0.133	1.000
-1.529	16.465	2.159	-2.734	0.000
-2.288	16.924	9.745	-2.580	0.000
-1.492	-23.415	7.660	-0.690	1.000
-2.117	-29.659	12.196	-0.542	1.000
-0.318	9.910	-5.630	-2.268	0.000
0.987	-8.042	13.573	1.891	1.000
-1.333	14.738	0.969	-2.627	0.000
0.986	18.341	12.525	0.871	0.000
0.665	-8.962	13.263	1.575	1.000
0.945	-7.198	9.434	1.329	1.000
2.623	2.685	7.570	2.396	0.000
-1.088	9.294	-1.128	-2.456	0.000
0.894	23.177	18.319	1.309	0.000
0.890	21.263	24.746	2.136	0.000
-1.650	15.412	5.150	-2.459	0.000
-0.130	11.747	-4.594	-2.026	0.000
0.073	4.336	-6.825	-1.843	0.000
1.144	-16.693	10.559	1.978	1.000
-1.065	-11.559	16.076	0.324	1.000
1.629	3.843	14.516	2.222	0.000
2.469	-15.440	18.767	4.196	1.000
0.039	23.904	10.813	-0.438	0.000
-2.027	15.283	10.895	-2.135	0.000
-1.580	-25.602	4.428	-1.086	1.000
0.991	11.739	15.985	1.513	0.000
1.090	16.728	15.635	1.397	0.000
1.637	-10.599	9.858	2.165	1.000
1.306	20.199	14.491	1.352	0.000
-2.605	18.740	1.481	-3.933	0.000
-1.301	15.610	3.647	-2.307	0.000
0.842	1.827	-6.430	-0.967	0.000
-2.832	-25.812	25.348	0.203	1.000
1.045	-6.909	10.829	1.582	0.000
-0.068	6.320	9.684	-0.079	1.000
-1.052	-13.985	11.137	-0.170	1.000
-0.815	10.907	3.584	-1.685	0.000
-0.895	14.014	2.222	-2.030	0.000
-1.064	-8.932	13.207	-0.106	1.000
2.130	-13.829	6.773	2.383	1.000
1.826	-5.556	10.994	2.312	0.000
1.672	-10.384	19.118	3.295	1.000
1.231	6.938	-18.821	-2.242	0.000
0.679	20.449	2.882	-0.647	0.000
2.629	-10.017	16.471	3.893	1.000
-2.008	14.505	2.124	-3.135	0.000
1.406	-13.693	10.616	2.137	1.000
-0.820	-5.059	15.783	0.306	1.000
0.842	5.681	-18.958	-2.592	0.000
2.087	-13.404	19.406	3.833	1.000
1.658	-7.139	14.460	2.616	1.000
-0.687	-12.172	3.275	-0.815	1.000
-1.474	13.489	7.889	-1.897	0.000
-0.867	13.036	2.528	-1.933	0.000
-0.068	6.081	16.519	0.744	1.000
1.685	5.639	7.217	1.346	0.000
-0.909	-13.804	4.562	-0.821	1.000
-0.729	15.270	1.562	-1.990	0.000
1.391	-13.296	12.899	2.380	1.000
-1.261	8.823	8.259	-1.488	0.000
-0.050	20.777	17.619	0.393	0.000
0.806	-10.450	12.961	1.726	1.000
-2.076	-23.896	18.092	0.004	1.000
-0.222	2.986	12.421	0.211	1.000
1.461	1.673	13.314	1.990	0.000
-1.338	-9.948	15.030	-0.119	1.000
-1.253	11.131	7.945	-1.596	0.000
-1.080	6.503	9.852	-1.045	0.000
-1.717	-18.397	21.179	0.534	1.000
-0.099	7.007	-2.279	-1.558	0.000
-1.405	14.003	-3.076	-3.154	0.000
2.248	7.857	15.731	2.830	1.000
1.526	5.709	9.970	1.518	0.000
0.844	13.979	12.311	0.856	0.000
2.031	-12.700	20.366	3.869	1.000
1.678	14.297	10.431	1.429	0.000
0.994	-1.363	17.287	2.115	0.000
-0.619	-2.970	13.150	0.115	1.000
2.281	1.118	3.380	1.618	0.000
1.642	13.648	10.539	1.429	0.000
-0.653	-1.758	17.813	0.598	1.000
1.204	13.189	22.426	2.437	0.000
1.411	14.593	18.013	2.064	0.000
0.065	6.699	-1.117	-1.251	0.000
-0.202	16.030	7.714	-0.774	0.000
0.629	11.444	18.254	1.443	0.000
-1.775	-19.925	15.356	-0.165	1.000
0.369	7.471	-5.790	-1.540	0.000
0.826	29.471	22.291	1.503	1.000
-1.019	-1.457	20.362	0.537	1.000
1.095	5.676	19.865	2.281	0.000
-0.853	-6.212	9.133	-0.479	1.000
-2.677	19.814	9.132	-3.128	0.000
-0.292	8.947	-5.809	-2.231	0.000
-1.788	9.219	7.689	-2.079	0.000
-0.848	9.829	-1.973	-2.343	0.000
-1.048	-12.190	12.037	-0.119	1.000
3.449	-14.292	20.927	5.362	1.000
1.987	-2.849	11.602	2.449	1.000
0.172	16.629	16.343	0.597	0.000
2.720	3.505	23.427	4.352	0.000
1.881	21.795	19.263	2.423	0.000
-1.324	-20.564	4.379	-1.015	1.000
-0.659	-10.814	5.479	-0.571	1.000
1.371	6.880	9.829	1.312	0.000
-0.370	11.703	-4.536	-2.249	0.000
-1.138	-11.722	13.241	-0.079	1.000
2.053	7.918	8.291	1.752	0.000
1.120	12.676	17.573	1.795	0.000
-2.531	21.560	6.097	-3.407	0.000
0.199	5.621	8.269	0.034	1.000
-1.053	9.505	-2.335	-2.573	0.000
0.829	-19.644	14.813	2.280	1.000
-0.147	14.442	26.217	1.540	1.000
-1.457	16.026	0.550	-2.841	0.000
1.225	-20.911	13.443	2.543	1.000
0.843	-19.549	15.455	2.367	1.000
0.679	16.988	18.889	1.379	0.000
-1.661	17.628	6.777	-2.351	0.000
1.911	10.794	16.551	2.503	0.000
2.047	13.632	13.759	2.205	0.000
-0.403	-0.475	14.836	0.441	1.000
-0.123	9.820	17.476	0.678	1.000
-1.753	18.434	4.356	-2.756	0.000
0.009	-8.821	14.032	1.027	1.000
0.721	20.926	0.981	-0.849	0.000
1.673	-16.734	18.387	3.424	1.000
-0.689	10.860	-3.335	-2.386	0.000
0.376	-9.384	16.174	1.656	1.000
-2.308	15.123	2.862	-3.359	0.000
-0.817	-4.954	9.282	-0.469	1.000
-1.714	-21.435	15.033	-0.093	1.000
0.267	23.853	12.657	0.004	0.000
1.408	-4.128	4.152	1.044	0.000
-0.826	7.632	2.163	-1.754	0.000
-1.182	-6.951	19.113	0.416	1.000
-1.381	20.108	9.023	-1.897	0.000
1.417	-12.434	11.526	2.213	1.000
0.539	12.120	17.599	1.255	0.000
1.273	-13.137	19.394	3.035	1.000
-2.164	21.570	10.781	-2.494	0.000
-1.193	-10.416	8.817	-0.703	1.000
0.615	-18.284	10.228	1.481	1.000
2.236	-3.981	7.874	2.284	0.000
0.902	4.343	-13.813	-1.875	0.000
-0.661	-20.483	7.583	0.006	1.000
-2.011	17.775	1.305	-3.346	0.000
1.945	-8.959	19.213	3.522	1.000
1.802	18.740	18.680	2.380	0.000
-1.768	-23.250	15.327	-0.049	1.000
-0.979	-9.902	11.771	-0.162	1.000
-1.398	11.392	3.570	-2.267	0.000
-0.394	9.342	-4.556	-2.195	0.000
1.768	12.061	19.415	2.663	0.000
0.277	7.160	-9.981	-2.118	0.000
-2.477	16.859	8.546	-2.904	0.000
-0.513	-1.010	10.830	-0.124	1.000
0.897	-14.407	14.861	2.175	1.000
1.950	-9.839	10.012	2.460	1.000
0.641	-12.326	8.185	1.061	1.000
0.439	9.926	0.560	-0.799	0.000
0.994	-17.900	18.131	2.777	1.000
0.429	-9.688	14.894	1.565	1.000
2.084	-16.498	21.636	4.201	1.000
-0.251	10.711	-5.611	-2.228	0.000
1.028	17.915	22.074	2.065	0.000
1.252	13.858	12.335	1.258	0.000
-1.615	19.343	9.463	-2.044	0.000
0.813	-15.233	13.710	1.984	1.000
0.924	-9.200	14.563	1.988	1.000
1.531	10.630	-0.051	0.161	0.000
-1.169	-16.438	13.215	0.048	1.000
-1.716	16.749	2.054	-2.938	0.000
-1.459	11.765	10.306	-1.536	0.000
3.115	-8.791	21.561	4.929	1.000
-1.008	10.568	-3.635	-2.720	0.000
-1.372	13.824	3.890	-2.286	0.000
-0.321	10.126	26.374	1.536	1.000
1.606	-14.071	19.475	3.399	1.000
-2.553	19.793	17.269	-2.037	0.000
2.071	11.269	19.198	2.957	0.000
2.540	-11.440	17.869	4.022	1.000
-0.923	-2.281	23.368	1.016	1.000
-1.667	-23.700	12.326	-0.294	1.000
1.300	-5.443	14.686	2.239	1.000
2.738	6.805	14.236	3.162	0.000
2.832	-10.388	19.666	4.483	1.000
0.796	-7.418	10.522	1.322	1.000
-0.035	-17.310	15.595	1.459	1.000
2.611	2.065	11.164	2.834	0.000
0.321	12.946	-13.796	-2.726	0.000
1.391	-12.105	13.963	2.467	1.000
-0.797	11.365	-0.891	-2.216	0.000
-1.065	12.312	6.824	-1.588	0.000
0.975	17.314	22.580	2.094	0.000
-1.030	-9.119	13.083	-0.081	1.000
1.734	11.780	13.640	1.951	0.000
-2.147	-22.152	19.315	0.023	1.000
-0.040	7.005	13.442	0.372	1.000
0.486	-11.077	14.646	1.638	1.000
-1.154	-4.053	29.565	1.592	1.000
-1.160	-18.775	3.370	-1.038	1.000
1.181	10.459	14.150	1.521	0.000
0.008	11.204	15.757	0.552	1.000
0.964	6.538	17.341	1.824	0.000
1.406	6.278	20.649	2.655	0.000
-2.750	20.596	8.166	-3.340	0.000
-1.412	16.451	4.755	-2.311	0.000
-2.280	-30.981	15.177	-0.300	1.000
-0.212	-12.022	11.417	0.610	1.000
0.561	21.738	9.374	-0.031	0.000
2.441	-7.384	16.218	3.592	1.000
-0.925	10.495	2.774	-1.874	0.000
-2.547	21.729	13.338	-2.565	0.000
-0.733	8.877	-2.068	-2.210	0.000
0.840	16.039	18.447	1.514	0.000
-0.900	-15.119	3.653	-0.876	1.000
2.948	1.946	15.901	3.728	0.000
1.514	-18.298	14.655	2.879	1.000
1.043	0.869	6.285	0.775	0.000
1.203	-3.686	12.395	1.813	1.000
0.217	17.675	12.063	0.095	0.000
-0.665	-1.227	17.320	0.509	1.000
1.479	-10.953	17.751	2.965	1.000
-2.189	-26.367	13.064	-0.620	1.000
-0.977	13.963	0.778	-2.279	0.000
-0.034	-13.773	5.739	0.165	1.000
1.955	-11.220	9.494	2.450	1.000
-2.410	17.450	12.465	-2.392	0.000
-0.094	5.562	0.702	-1.150	0.000
-0.755	-2.407	16.952	0.418	1.000
-1.596	-13.369	16.575	-0.069	1.000
1.800	1.776	8.726	1.768	0.000
-1.916	14.102	8.050	-2.326	0.000
0.596	17.382	17.063	1.067	0.000
-0.866	9.348	-5.911	-2.813	0.000
-2.398	-35.948	7.211	-1.195	1.000
1.383	-10.386	20.258	3.151	1.000
-0.026	9.499	-1.810	-1.517	0.000
1.474	21.253	27.555	3.037	0.000
1.690	-8.764	19.983	3.361	1.000
-1.196	8.127	7.606	-1.480	0.000
-0.283	-2.921	7.231	-0.266	1.000
-0.042	9.949	-2.904	-1.677	0.000
-0.690	1.745	20.824	0.802	1.000
1.340	8.354	10.592	1.322	0.000
1.188	5.133	6.222	0.764	0.000
1.087	7.521	18.379	2.034	0.000
0.982	13.335	4.853	0.123	0.000
-0.913	-21.260	0.010	-1.115	1.000
1.570	-3.967	20.241	3.113	1.000
0.885	-16.457	10.193	1.676	1.000
1.379	-16.862	3.533	1.374	1.000
0.937	29.772	13.140	0.509	0.000
-1.311	12.693	8.423	-1.649	0.000
0.859	5.109	9.631	0.853	0.000
-3.287	17.996	10.611	-3.480	0.000
-0.977	-9.632	9.625	-0.425	1.000
1.814	6.287	11.484	1.957	0.000
-1.688	17.797	8.711	-2.152	0.000
1.865	-16.256	22.605	4.097	1.000
0.602	9.255	7.521	0.211	0.000
-2.336	19.089	11.584	-2.480	0.000
1.575	11.108	9.678	1.347	0.000
0.838	-7.312	15.040	1.898	1.000
1.071	19.171	6.476	0.205	0.000
1.043	14.553	19.921	1.937	0.000
1.209	-13.350	12.331	2.139	1.000
2.586	20.816	16.146	2.767	0.000
-0.644	-15.421	16.846	0.954	1.000
0.627	23.422	16.141	0.783	1.000
-0.764	-1.768	18.463	0.568	1.000
-2.238	-31.792	14.821	-0.274	1.000
1.394	11.524	15.894	1.898	0.000
-0.490	9.748	0.540	-1.694	0.000
-0.407	4.365	-6.072	-2.219	0.000
0.145	8.210	20.490	1.350	0.000
-0.110	8.598	17.364	0.718	1.000
-0.601	8.320	24.633	1.119	1.000
0.158	5.541	19.986	1.394	1.000
2.032	-11.558	16.948	3.424	1.000
1.404	24.163	2.446	-0.123	0.000
0.823	26.229	4.859	-0.468	0.000
-0.196	5.013	11.350	0.039	1.000
1.398	6.206	19.426	2.504	0.000
1.299	21.346	8.354	0.575	0.000
-0.168	-15.614	10.926	0.716	1.000
-1.314	-15.201	15.810	0.175	1.000
-0.737	8.763	-4.817	-2.538	0.000
0.268	18.315	11.306	0.032	0.000
-1.469	-29.893	4.377	-0.839	1.000
-0.091	7.861	15.494	0.539	1.000
0.401	9.145	-7.616	-1.783	1.000
-0.860	-8.146	15.810	0.375	1.000
-0.337	5.424	-4.751	-2.030	0.000
1.326	-23.153	19.229	3.407	1.000
0.365	29.086	14.528	0.145	0.000
1.124	19.961	16.887	1.469	0.000
-2.245	15.585	9.235	-2.553	0.000
1.272	-13.519	13.995	2.404	1.000
-0.493	5.075	-6.621	-2.392	0.000
1.473	19.902	13.646	1.423	0.000
-0.807	-5.981	14.305	0.174	1.000
-0.051	7.731	-8.194	-2.242	0.000
-0.794	6.286	3.809	-1.481	0.000
0.944	18.526	14.693	1.083	0.000
1.290	3.166	10.959	1.493	0.000
-1.253	-19.818	4.318	-0.979	1.000
0.593	8.820	-11.809	-2.087	0.000
1.281	16.306	16.798	1.735	0.000
-0.299	1.525	10.690	-0.020	1.000
1.090	8.343	19.249	2.113	0.000
2.195	0.589	3.350	1.550	0.000
0.904	-5.590	5.859	0.809	1.000
-1.037	15.192	11.111	-1.147	0.000
-0.487	13.337	-4.697	-2.437	0.000
2.271	-14.872	15.436	3.588	1.000
2.700	5.519	11.772	2.875	0.000
1.880	12.788	15.148	2.238	0.000
-0.252	6.742	-2.256	-1.695	0.000
1.285	16.943	16.641	1.698	0.000
-1.307	13.111	10.004	-1.470	0.000
2.245	-10.619	22.668	4.280	1.000
1.552	6.679	20.034	2.709	0.000
-1.871	9.516	7.629	-2.177	0.000
0.043	5.480	-4.431	-1.626	0.000
1.716	-14.652	24.225	4.091	1.000
0.846	18.651	12.514	0.724	1.000
-1.424	12.816	-2.049	-3.010	0.000
-3.349	20.597	15.503	-3.045	0.000
0.345	-12.716	4.589	0.358	1.000
-1.483	11.444	-0.656	-2.855	0.000
0.755	3.870	12.165	1.096	0.000
0.803	17.079	8.778	0.291	0.000
2.197	-5.357	14.079	3.032	1.000
-0.767	8.031	0.435	-1.916	0.000
1.919	-7.099	17.624	3.244	1.000
1.213	-5.736	12.977	1.961	1.000
-2.640	16.572	12.494	-2.580	0.000
-0.953	-6.794	19.104	0.632	1.000
-0.789	3.765	23.115	0.911	1.000
1.366	-18.066	17.053	3.013	1.000
-1.190	-10.040	17.105	0.275	1.000
1.365	20.053	26.182	2.808	0.000
-1.066	12.188	1.973	-2.163	0.000
-0.528	5.013	24.922	1.336	1.000
-1.748	-21.328	11.622	-0.536	1.000
-0.132	-9.243	7.561	0.133	1.000
0.374	16.735	11.920	0.261	0.000
0.449	2.690	-6.855	-1.428	0.000
1.687	-6.978	15.652	2.781	1.000
-1.308	-17.715	13.981	0.049	1.000
-2.418	13.973	10.043	-2.570	0.000
1.001	-7.981	4.781	0.855	1.000
-1.594	12.178	1.654	-2.712	0.000
0.638	-15.364	14.064	1.862	1.000
-0.740	9.041	-4.920	-2.563	0.000
-0.055	3.534	10.788	0.159	1.000
-1.303	-17.365	12.417	-0.145	1.000
-1.414	-24.851	6.012	-0.762	1.000
-0.376	8.182	-0.024	-1.598	0.000
0.062	-14.041	8.666	0.616	1.000
-1.868	-21.565	15.792	-0.148	1.000
-0.512	10.753	-2.270	-2.084	0.000
0.906	14.750	14.138	1.108	0.000
-1.606	-21.348	13.961	-0.119	1.000
-1.302	12.269	-3.820	-3.085	0.000
1.423	16.838	8.860	0.909	0.000
-0.483	9.863	21.005	0.748	1.000
1.840	4.125	8.440	1.693	0.000
-1.132	-18.597	13.550	0.197	1.000
-1.812	-32.366	2.354	-1.328	1.000
1.119	-16.621	15.564	2.548	1.000
1.110	-16.108	9.884	1.845	1.000
1.577	-19.864	19.853	3.613	1.000
-1.405	-19.831	10.457	-0.394	1.000
-0.454	-8.141	7.690	-0.200	1.000
-0.677	-8.507	9.795	-0.153	1.000
-1.467	12.011	0.531	-2.717	0.000
-0.283	11.747	-2.135	-1.881	0.000
0.537	-6.237	10.223	0.996	1.000
1.792	-11.296	12.620	2.667	1.000
-2.170	-34.784	13.543	-0.259	1.000
1.341	14.728	8.521	0.860	0.000
-0.708	8.376	1.876	-1.699	0.000
-2.073	-21.532	20.499	0.215	1.000
2.489	-9.984	18.553	4.005	1.000
-1.357	-18.611	12.147	-0.188	1.000
-1.391	-27.047	2.085	-1.134	1.000
0.141	26.641	17.405	0.354	0.000
0.138	4.537	-1.794	-1.188	0.000
-1.285	11.110	-0.343	-2.614	0.000
-1.219	-4.501	17.470	0.102	1.000
-0.521	3.567	-1.770	-1.790	0.000
1.413	-11.137	7.531	1.689	1.000
-0.985	-9.599	16.041	0.331	1.000
-1.959	-20.402	22.473	0.521	1.000
0.842	9.714	3.518	-0.049	0.000
-1.133	12.530	7.031	-1.637	0.000
-3.774	24.259	19.938	-3.051	0.000
1.339	13.289	20.051	2.281	0.000
-2.305	-39.559	5.996	-1.127	1.000
-1.233	-6.965	13.714	-0.276	1.000
-0.416	-5.302	6.034	-0.457	1.000
0.274	10.131	15.119	0.770	1.000
1.538	-11.800	11.766	2.337	1.000
0.988	19.259	9.947	0.534	0.000
2.680	-9.076	20.235	4.359	1.000
-1.753	15.534	10.004	-1.984	0.000
1.628	-17.173	9.671	2.357	1.000
-0.405	8.965	0.214	-1.624	0.000
-0.660	2.878	16.641	0.294	1.000
2.637	-10.255	16.409	3.901	1.000
-2.399	-30.990	13.425	-0.624	1.000
2.369	-15.474	20.274	4.280	1.000
-1.645	14.647	5.649	-2.368	0.000
-0.755	12.561	-3.027	-2.470	0.000
0.861	-11.216	13.200	1.833	1.000
-2.558	15.863	10.928	-2.664	0.000
3.090	-13.541	22.168	5.138	1.000
-1.457	-14.551	15.171	-0.062	1.000
0.821	18.709	4.171	-0.297	0.000
0.633	20.558	12.269	0.424	0.000
0.066	-18.619	8.006	0.696	1.000
-0.908	11.392	-2.598	-2.528	0.000
-1.341	-19.175	8.761	-0.557	1.000
0.817	-9.979	3.902	0.641	1.000
1.124	14.014	11.230	0.997	0.000
-0.381	3.037	14.481	0.301	1.000
1.171	15.887	4.417	0.167	0.000
1.554	2.592	-18.006	-1.684	0.000
1.263	-13.227	15.909	2.613	1.000
-0.464	8.270	-7.674	-2.598	0.000
-0.536	3.642	-5.944	-2.305	0.000
2.452	2.410	16.378	3.289	0.000
-2.290	17.005	10.389	-2.507	0.000
2.065	-8.655	14.617	3.080	1.000
1.764	-10.197	19.952	3.478	1.000
-0.718	-4.882	17.677	0.624	1.000
-2.864	16.827	6.278	-3.547	0.000
-0.340	8.036	-3.255	-1.943	0.000
-1.793	-28.405	1.918	-1.497	1.000
-2.660	20.470	10.702	-2.946	0.000
-1.223	15.373	4.972	-2.066	0.000
0.347	-8.840	12.773	1.205	1.000
0.981	5.736	17.463	1.882	0.000
-1.514	11.197	4.514	-2.260	0.000
0.385	-9.967	19.028	2.025	1.000
-0.121	8.621	-6.828	-2.177	0.000
-1.294	-9.832	17.548	0.219	1.000
-1.054	7.791	-6.831	-3.052	0.000
1.227	15.878	13.178	1.265	0.000
1.849	-18.234	14.465	3.178	1.000
-0.284	7.614	18.781	0.752	1.000
1.495	14.924	9.058	1.066	1.000
1.935	-18.161	16.483	3.500	1.000
0.877	-15.344	13.704	2.049	1.000
-1.400	11.986	4.352	-2.195	0.000
-1.688	11.738	6.522	-2.208	0.000
0.462	-4.254	9.410	0.759	1.000
2.528	-13.315	17.332	4.010	1.000
0.698	14.524	18.447	1.428	0.000
0.472	7.387	-12.607	-2.250	0.000
-0.813	0.038	27.143	1.494	1.000
